"test_id","model_id","Expert.1.COH","Expert.1.CON","Expert.1.FLU","Expert.1.REL","Expert.2.COH","Expert.2.CON","Expert.2.FLU","Expert.2.REL","Expert.3.COH","Expert.3.CON","Expert.3.FLU","Expert.3.REL","CIDEr","S3.pyr","S3.resp","BLEU","ROUGE.we.1","ROUGE.we.2","ROUGE.we.3","CHRF","SummaQA","Stats.coverage","Stats.density","Stats.compression","Stats.length","Novel.uni.gram","Repeated.uni.gram","Novel.bi.gram","Repeated.bi.gram","Novel.tri.gram","Repeated.tri.gram","METEOR","ROUGE.1","ROUGE.2","ROUGE.3","ROUGE.4","ROUGE.L","ROUGE.w","ROUGE.su.","BertScore_p","BertScore_r","BertScore_f1","BLANC","SUPERT","MoverScore","BARTScore","BLUERT","G.EVAL.3.5.COH","G.EVAL.3.5.CON","G.EVAL.3.5.FLU","G.EVAL.3.5.REL","G.EVAL.4.COH","G.EVAL.4.CON","G.EVAL.4.FLU","G.EVAL.4.REL"
"dm-test-8764fb95bfad8ee849274873a92fb8d6b400eee2","M2",3,5,5,3,2,5,4,2,3,5,5,4,-0.62175604805154,-0.179900486496308,-0.377663043294569,-1.11193790665775,-0.725553171642931,-0.469397986279742,-0.616996851167104,-0.422653409958747,-0.416133066103415,0.87978045760576,0.42378519695418,-0.420553326223029,0.253286922148196,-0.629068440813888,2.07947343710906,-0.585241455337038,2.00148204904266,-0.853607987962934,1.41026116979346,-0.300601618309001,-0.689363485972675,-0.852588487861779,-1.10501779429575,-0.938441495576524,-0.884646679750719,-0.708190054640459,-0.672552304268262,0.304479971514118,-0.425851413097389,-0.0704006562051795,0.404569170840621,-0.36967637309745,1.21738293002442,-0.500108061503054,0.153075078583452,0.828262337828633,0.628547358520342,-0.861486246440055,0.126635970208174,-0.761777484945659,-0.637854092656617,-0.514552784908057,-1.2468515819645
"dm-test-8764fb95bfad8ee849274873a92fb8d6b400eee2","M0",3,5,5,2,3,5,5,2,2,5,3,2,0.360867485005023,-0.696642258703681,-0.696655425319432,-1.0090036956953,-0.772371906110683,-0.583280577819627,-0.366393961184201,-0.580691238515319,-0.191610312018753,-0.860883566176876,0.556016269781235,0.0463370557066557,-0.30016379953195,-0.00506513262131618,-0.0622103194770549,-0.565067902573236,-0.889503676848391,-0.740030738517441,-0.425115133667629,-0.780080596283255,-0.715785890595741,-0.637930032277411,-0.962773556492625,-0.938441495576524,-0.206271147512374,-0.222397729767269,-0.696832226776657,-1.65484164617244,-0.788128794675405,-1.32990203340734,0.314187289575245,0.692255533446034,0.100799772203268,-0.240510766413609,-1.4907876342114,-0.496269763402077,-0.394446266278822,-1.272878835242,-0.987625508153302,-0.866915904950424,-0.981387367350247,-0.293199426645651,-1.21335925132281
"dm-test-8764fb95bfad8ee849274873a92fb8d6b400eee2","M22",4,5,5,4,4,5,5,5,2,5,5,3,0.451238716336294,0.181617428685069,-0.0333555294014725,-0.417991797788748,0.282002209975062,0.170388184823897,-0.161734045480146,0.954577474064363,0.305537532909734,0.87978045760576,-0.786147618468625,0.266700548486173,-0.488082466775379,-0.629068440813888,0.964735166229058,0.851062042367398,-0.889503676848391,0.900186792836238,-0.425115133667629,0.309037835357229,0.342702915019492,-0.395950513629448,-1.28501826131317,-0.938441495576524,-0.206271147512374,-0.32882912926197,0.490954462566924,0.768271043525522,0.290431297153007,0.648300737510117,-0.0715080026299819,-0.570076464726557,0.694714305300758,1.42788117603036,0.822811528381195,0.355146543222951,-0.415315644969948,0.422470757779284,0.4175114783101,1.05641132049225,0.519766545548488,1.61441599360743,0.791295497441896
"dm-test-8764fb95bfad8ee849274873a92fb8d6b400eee2","M8",3,4,5,2,1,2,4,3,1,3,5,2,-0.470409107982424,-0.0809956378490573,-0.311546759212406,-1.04887433750295,-0.431330854286391,-0.41387660461641,-0.558802033787432,-0.229882041591007,-0.10134125409713,0.87978045760576,0.189843207218346,-0.263024373134994,0.0861314601241234,-0.629068440813888,2.07947343710906,0.000744278599524468,1.68930351208266,0.023229008878754,1.11492267066991,-0.0629833434199312,-0.378180928646382,-0.819196830443885,-1.06563146419851,-0.938441495576524,-0.145915439707761,-0.16488508329799,-0.236075344731993,0.316956069812081,-0.225269863866696,0.0575339367463477,0.131079426324595,-0.213181425719487,1.07295852042141,-0.563227423497136,0.298036013517374,-0.62801949995279,0.731505022550464,0.256999373804324,-0.968676047711805,-1.06742791109767,-1.64452206317426,-0.708139902160077,-1.45151410836084
"dm-test-8764fb95bfad8ee849274873a92fb8d6b400eee2","M10",1,5,5,4,1,5,5,4,3,5,5,4,0.774180694541996,0.189176364099661,-0.109337161486492,-0.689526911164726,0.463904994321847,0.260244205499456,-0.502349743964428,0.0545058464040721,0.107483083523019,0.87978045760576,-0.554841074659867,0.504213914456591,-0.736699096899224,-0.629068440813888,0.809944694390135,0.290080579828786,-0.889503676848391,0.549955549144848,-0.425115133667629,0.316839968796098,0.505426364461593,-0.593096429866129,-1.28501826131317,-0.938441495576524,-0.647326151369357,-0.802412875491022,-0.110836128694648,1.16370628231454,0.198518240248135,0.880434544532426,-0.275373372769875,-0.641138728280999,1.84337069153479,0.109789926764544,1.19580440433623,0.292471797843223,0.405666731311391,0.587918059752626,-0.351616132242653,0.480904296237499,-0.176259539199177,-0.458100959773484,-0.458775522510881
"dm-test-8764fb95bfad8ee849274873a92fb8d6b400eee2","M9",1,5,5,1,1,5,5,2,1,5,5,2,1.02945757963513,-0.246738266412863,-0.52542965103934,-0.854590013556487,-0.0324584667916782,0.149293971567204,-0.647756453301746,-0.376073240708508,-0.725451418275946,0.87978045760576,-0.674443268544372,0.705850762881855,-0.946836187574886,-0.629068440813888,0.406755010543859,0.379054897711436,-0.113752723364829,0.463240033038583,-0.425115133667629,-0.00943645972125599,0.0120679679818346,-0.792692291415453,-1.28501826131317,-0.938441495576524,-0.812946839058388,-0.852216581427179,-0.396928817416961,0.256555039700014,-0.166212622945092,0.0486010421815447,-0.367562648518086,-1.79390960905592,1.22979445594589,-0.641282888197474,0.138051012028437,0.532397196015871,0.601620856665597,-0.62770707303278,-0.0758930006695972,-1.77443747140661,-1.70239995972859,-0.625160403493054,-2.25482765438128
"dm-test-8764fb95bfad8ee849274873a92fb8d6b400eee2","M23_dynamicmix",3,3,5,3,4,2,5,4,3,2,5,4,0.635478223453839,-1.04824147515607,-1.07663654883622,-0.537651254275444,-1.22039271130291,-0.956643030098491,-1.10339829660106,-0.388839533357059,-0.0490896038259284,-0.924710084669382,-1.17004422000415,0.610046056571359,-0.843566663105304,0.495897366933217,0.513341812143186,1.49255632500565,0.507555429966314,1.56670057345818,-0.425115133667629,-0.845734199178576,-1.1751838512826,-1.13242500237029,-1.28501826131317,-0.938441495576524,-0.873829487822274,-1.07692037631587,-1.02593390373315,0.171359762803421,-1.23053070789034,-0.64311238105687,-0.367562648518086,-1.23013719567238,0.264220264599676,-0.252758011459696,-0.443899150841757,-1.35262068112524,-1.5485665814965,-1.54652027744976,-1.10413141282015,-2.32960506712638,-2.17302565759645,1.61441599360743,-2.42062328898425
"dm-test-f26d8400ae49b90d109c165d0f44b8f6ca253c08","M11",3,2,3,3,1,1,3,3,2,3,3,3,-0.288455213166718,-1.02811966868467,-1.10587759977435,-0.104875439329671,-0.5073700113012,0.0729455890653156,-0.293851228622421,-1.30900732847868,-0.696916685342436,-1.11575268561957,-0.98665170783798,0.900136109833508,-0.343676144379471,0.996123567275742,0.385692402976894,1.16510440032817,-0.367283033132037,1.0891043216373,-0.425115133667629,-1.16460258901465,-0.612735271846011,-0.663571892469433,-0.407739538205789,-0.264682154380202,-0.321600645224723,-0.774242110519965,-0.47022006018287,0.388112333072015,-0.659522642969737,-0.1903629883086,-1.1097767964451,-0.986562477914245,-0.313030960661647,-0.391994149327828,-0.361865212880726,-1.04720972365662,-1.25258351937746,-0.380158763009012,-1.71487985205841,-1.35261984698082,-1.39150192068729,-0.708139902160077,-1.38190321811004
"dm-test-f26d8400ae49b90d109c165d0f44b8f6ca253c08","M13",5,5,5,4,4,5,5,5,3,5,5,4,1.07560365320662,-0.334995513124091,-0.254390331493573,0.42677016757693,0.35554517136288,-0.391378706585,0.038360328254351,0.0425986338220968,0.0313353605417206,-0.810152678871076,-0.0831344800130457,0.373206163742308,0.306319279698625,-0.395230437264792,-1.00660987452096,0.0124307794444653,-0.567321340645929,0.168953641921397,-0.425115133667629,-0.0525627180177835,0.41132952604232,-0.10902758984269,0.0342953908322122,-0.0746855427958865,0.160104054974621,-0.27909036655197,0.587063937886104,0.168343308776598,-0.0227911906726101,0.0843633714532541,0.0936753497320712,0.611605276532342,-1.01351668963417,-0.0673936232234116,0.0588591393542601,-0.00011935794852946,-0.110566779746761,-0.602702201219492,-0.671448728547329,-0.186340377114285,-0.326422805110604,1.61441599360743,-0.00798449462441376
"dm-test-f26d8400ae49b90d109c165d0f44b8f6ca253c08","M1",5,5,5,4,4,5,5,5,4,5,5,3,0.423452904155009,-0.0274248185524022,-0.0780016288870767,0.301264490165452,0.483856956066936,-0.074390744507849,-0.212005427098764,0.23348928217408,0.0298456103688893,-0.749736674101052,1.42928112092443,-0.317251238277053,1.25854379420623,-0.567623925900073,-0.522449549969849,-0.904939747283808,-0.802989609358399,-1.07821957749376,-0.425115133667629,0.0381385554295117,0.529198321026638,-0.184867108432545,-0.306970959350434,-0.226811563060988,-0.0369067625899702,-0.324134212410037,0.723044213846492,0.0367310489356452,0.268795678855921,0.154755124228816,0.678464759607629,1.29735131043583,-1.07163694740083,0.309160181254887,0.00531103034082279,0.427358459788206,0.429999456082919,0.174811134308858,1.68436093070827,0.275317489001649,-0.937754998164211,1.61441599360743,-0.0866197321886587
"dm-test-f26d8400ae49b90d109c165d0f44b8f6ca253c08","M14",5,5,5,4,3,3,5,4,3,5,5,4,-0.379500122440433,-0.605293801718314,-0.513568902298148,-0.0571445046170326,0.143473612801729,-0.258386819745918,0.0323548753200513,-0.476776223780744,-0.0878856134339867,-0.892319394947562,-0.513899562552009,1.07567712951874,-0.548402800890608,0.0790657412681193,-0.975668138125972,0.241265068990533,-0.263681182223667,0.403766734177749,-0.425115133667629,-0.430724405994661,0.199173064196056,-0.201668654523195,-0.228263848487027,-0.242759544840919,0.368401109701287,-0.0899771600310346,0.442937046750883,0.394526689052429,-0.237472394022441,0.100787952168372,0.143085226452732,0.246987001770481,-0.764218265183516,0.0397021932872309,-0.143794252644681,-0.423796115385072,0.687574509600305,-0.298445773829294,-0.0893096615982547,0.23222326398246,-0.540602754053674,0.156727926518604,-0.623198654550822
"dm-test-f26d8400ae49b90d109c165d0f44b8f6ca253c08","M15",5,5,5,4,4,5,5,5,3,5,5,4,0.668482601159252,-0.277459097440918,-0.226885189129664,0.376837943132693,0.457295098814411,-0.168731677302958,0.214091834442562,-0.235985573070585,0.0328251849698392,-0.816302593843111,0.113206094655189,0.509281802129644,0.179673929820531,-0.329216934113645,-0.905260174743391,0.0626404275820761,-0.527470819682767,0.128648080881229,-0.425115133667629,-0.254316977211093,0.50205361869595,-0.0728468521646506,0.08372577957418,-0.0605783177195691,0.082164037193737,-0.447201699061742,0.655403676976585,0.169851344344287,-0.0540288540020507,0.0649815412202087,0.0236729104883129,0.57273345591803,-0.843678585460088,0.0278015618359769,0.201400793990843,1.12307307833664,-0.992661111486549,-0.171704127089296,0.872583184180908,0.0904261729310851,-0.573003174333622,0.156727926518604,-0.00798449462441376
"dm-test-f26d8400ae49b90d109c165d0f44b8f6ca253c08","M12",5,5,5,4,4,5,5,5,3,5,5,4,1.42385925399937,-0.252863443038323,-0.190465720313751,0.433287371026324,0.319342032135647,-0.462796019596229,-0.289173975817719,0.139671714647998,0.0417658722959014,-0.790317486829244,0.0744199505135256,0.145040721273901,0.568379991394095,-0.466302992132347,-0.900865302287662,-0.0359361920989182,-0.66894163768825,-0.057754844413095,-0.425115133667629,-0.0138958282847636,0.379190573214922,-0.181817547798619,-0.209552616352284,-0.11488027836003,0.0583068521540163,-0.331962992981032,0.610125586568584,0.247349375608266,0.127700232331994,0.218298900993001,0.0936753497320712,1.028692959391,-0.847892887957662,0.209208130900478,-0.0869467316310115,1.08512953322101,-0.614495797874853,0.224862512211317,-0.703233306235476,0.135308206546856,-0.616548058342101,1.61441599360743,0.566418003151053
"dm-test-f26d8400ae49b90d109c165d0f44b8f6ca253c08","M5",5,5,5,4,4,5,5,5,4,5,5,5,0.423452904155009,-0.0274248185524022,-0.0780016288870767,-0.052677665508711,0.483856956066936,-0.074390744507849,-0.212005427098764,0.268771660855946,0.137492429347119,0.87978045760576,1.91624550144055,-0.317251238277053,1.25854379420623,-0.629068440813888,-0.522449549969849,-1.33866417372137,-0.802989609358399,-1.55125742265408,-0.425115133667629,0.070891731509624,0.529198321026638,-0.184867108432545,-0.306970959350434,-0.226811563060988,-0.0369067625899702,-0.324134212410037,0.723044213846492,0.183441322992948,0.357779752903485,0.298229438024828,0.623470045667254,1.33213181524099,-0.792177844290062,0.273494312123543,0.00531103034082279,0.424104697595249,0.919311226219733,0.652652763424243,-0.105728754398659,-0.21496582254608,-0.381041046228798,1.61441599360743,-0.186661489682777
"dm-test-f26d8400ae49b90d109c165d0f44b8f6ca253c08","M17",3,5,5,5,3,5,5,5,2,5,5,4,-0.534283757317938,-0.455267312512139,-0.372890104440957,0.209080624738741,0.240454834149779,0.161339012462679,0.0774445295153708,-0.748542211354202,-0.919881766262574,-0.892319394947562,-1.4431947868304,1.07567712951874,-0.548402800890608,-0.0449384125275254,-1.77907165441935,1.39396264153623,-0.889503676848391,1.44664688406321,-0.425115133667629,-0.302154744617518,0.30354829371569,0.0173496421694345,-0.199360237962075,-0.482759895328666,0.12253949164631,-0.411441820262144,0.301150260335158,0.754427439550357,0.302854361721747,0.639183210717071,-0.562526719217197,-1.74576637511883,0.177375285649194,0.0620327639765877,-0.283685986907649,0.32052039955208,0.805291161941327,0.456829902059947,-0.90045074315234,0.480904296237499,-0.895803755299813,-0.40581718838484,0.169606550339904
"dm-test-f26d8400ae49b90d109c165d0f44b8f6ca253c08","M20",5,5,5,5,5,5,5,4,4,5,5,3,-1.97134794241274,-1.26199117331264,-1.01086815233212,-1.9713166905643,-1.34627163579648,-0.337505494055938,0.0488738831095902,-2.35948012168109,-0.764418668203442,0.87978045760576,-0.0905845235005463,2.5556762698621,-2.28850994871396,-0.629068440813888,-2.07794323651751,-1.33866417372137,-0.889503676848391,-0.597156429469389,-0.425115133667629,-1.59013325990181,-1.29374795908199,0.220583391956559,0.484707642445119,0.540586543220657,-0.206271147512374,-0.858587334601267,-1.40785111118531,2.07729817478649,-1.3585552620093,0.129224314968736,-1.83256960598365,-0.152780474664061,-2.03403997672008,-0.12264018788835,-0.880066553690635,0.195924107365759,-0.551552440081463,1.14242524476346,0.575504360419482,0.135308206546856,1.28676959157644,1.61441599360743,0.0365313460174275
"dm-test-f26d8400ae49b90d109c165d0f44b8f6ca253c08","M23",5,3,5,4,5,5,5,5,4,5,5,4,1.63431826383145,0.394121531747736,0.329135170332865,0.326246863719184,1.10258386146758,0.924808352798522,0.330997963644051,0.5679313963292,-0.491792833083436,0.87978045760576,-0.406894861219937,0.181235028372538,0.535048570926571,-0.629068440813888,-0.791874754153435,0.0979463178107252,-0.889503676848391,0.468559473808233,-0.425115133667629,0.567883997626162,0.989805406261172,0.656438530927249,0.664613749781863,0.756486093215571,0.509275431421345,0.0766842424620547,0.989909469076813,1.30854971224714,0.900108422334452,1.35839483316679,-0.444836928580024,0.33692464674972,1.04712632763878,0.621147948243706,-0.0705488078341773,0.842950662508657,-0.415315644969948,0.471717360625376,0.21717934035724,-0.284971708674253,-0.540602754053674,1.61441599360743,0.236499859862523
"dm-test-f26d8400ae49b90d109c165d0f44b8f6ca253c08","M2",4,5,5,4,3,5,5,4,4,5,5,4,1.24245401299088,-0.623149665438264,-0.438895271866512,0.360931950540535,-0.298171022282437,-0.206522626579777,0.0398619356542332,-0.294431479332942,-0.43074234463995,0.87978045760576,1.18484138516025,-0.0459420150979586,0.784842040530462,-0.629068440813888,1.45544735021067,-1.33866417372137,1.12541227192213,-1.24113806535353,0.545281636256557,-0.598231006587506,-0.256507657744259,-0.0743524488902869,-0.0419890308859904,0.10475121728189,-0.416867235321611,-0.742764531702506,0.0573743791547602,0.154787634487857,-0.333367801789195,-0.0942622485200383,-0.171821785855203,0.771611280061217,-0.679878163863028,-0.292827606809494,0.00531103034082279,-1.13203015064114,-0.997460209482205,0.424095479930505,0.275406146492658,0.0904261729310851,-0.641432320918115,-0.169693022973464,-0.00798449462441376
"dm-test-f26d8400ae49b90d109c165d0f44b8f6ca253c08","M0",5,5,5,4,4,5,5,5,4,5,5,5,0.423452904155009,-0.0274248185524022,-0.0780016288870767,0.301264490165452,0.483856956066936,-0.074390744507849,-0.212005427098764,0.23348928217408,0.0298456103688893,-0.749736674101052,1.42928112092443,-0.317251238277053,1.25854379420623,-0.567623925900073,-0.522449549969849,-0.904939747283808,-0.802989609358399,-1.07821957749376,-0.425115133667629,0.0381385554295117,0.529198321026638,-0.184867108432545,-0.306970959350434,-0.226811563060988,-0.0369067625899702,-0.324134212410037,0.723044213846492,0.0367310489356452,0.268795678855921,0.154755124228816,0.577271968720892,1.29735131043583,-1.07163694740083,0.309160181254887,0.00531103034082279,0.505213474636146,-0.176520908626081,-0.757217338324075,-0.980479135128004,-0.21496582254608,-0.593768495227752,1.61441599360743,-0.00798449462441376
